track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
Rise Of The Pagan Folk,Eliwagar,spotify:track:7uDHXDNK0H4ybi2CX7nkN8,0.313,0.667,11,-7.65,0,0.0372,0.0318,0.0,0.0697,0.0391,123.363,262147,4,28.48022,6,0,2000
Starscapes - Ambient,The American Dollar,spotify:track:10MJDo72p2fgxPlPYFUMfX,0.0768,0.235,7,-14.95,0,0.0333,0.891,0.953,0.0825,0.0366,65.853,469556,4,26.66967,20,0,2000
"The Breaking of the Fellowship (feat. ""In Dreams"")",Howard Shore,spotify:track:1ykbtFnlIjmIFnZ8j6wg6i,0.131,0.137,2,-20.553,1,0.0387,0.934,0.485,0.087,0.0465,78.577,440800,4,27.56481,20,0,2000
Punk Rock Is Not Dangerous Anymore,Yesterday's Ring,spotify:track:07NkvhZA6uynNc1qqkqBVi,0.682,0.432,6,-7.962,0,0.0347,0.44,0.00765,0.503,0.434,120.008,165973,4,41.27424,7,0,2000
Rock Formations,Yawning Man,spotify:track:3yGECrjAhzkWpOxt17cdGr,0.495,0.654,11,-7.352,0,0.0389,0.000993,0.943,0.0547,0.503,115.505,321640,4,26.68372,11,0,2000
The Gold Torques Of Ulàid,Absu,spotify:track:5qYFUzP9ukCcVIj54uh4FK,0.209,0.997,5,-3.253,1,0.126,0.0125,0.173,0.112,0.29,165.76,232307,4,73.98002,10,0,2000
As Your Casket Closes,Ghoul,spotify:track:0GcQGfOsWYrZNyjYAhW6l8,0.236,0.928,2,-9.128,1,0.043,3.7e-05,0.827,0.14,0.539,160.776,216027,4,37.63907,13,0,2000
Jonchaies,Iannis Xenakis,spotify:track:1zOqrZCX1qyzyIlhMXALH2,0.273,0.702,11,-12.429,0,0.281,0.626,0.884,0.18,0.0375,118.712,958533,4,43.97106,35,0,2000
The Big Heavy Metal,Massacration,spotify:track:3VBmDO3nmzXWzxgAhRFO38,0.268,0.827,11,-4.755,1,0.0551,5.08e-05,0.00957,0.392,0.618,148.714,307693,4,19.84467,14,0,2000
Montego Bay Spleen,St Germain,spotify:track:38LpbjQx5XAA95pb7AGRnE,0.705,0.649,11,-7.742,0,0.0651,0.375,0.0102,0.099,0.74,143.625,385677,4,28.43605,15,0,2000
Angelfangs,Cobalt,spotify:track:7lg2GumTOf7N69NyYexr1m,0.163,0.994,11,-5.651,1,0.248,1.01e-05,0.116,0.504,0.0466,95.434,385533,4,24.13964,16,0,2000
Chase,The American Dollar,spotify:track:2BQWDFPMTDgHle466xgBDS,0.422,0.0689,9,-27.438,0,0.0322,0.818,0.942,0.101,0.0364,129.898,153996,4,61.40671,5,0,2000
Sun,Daphne Loves Derby,spotify:track:1f8PUcGMw089re9AvFWO42,0.643,0.554,1,-6.475,1,0.0608,0.253,0.0,0.263,0.617,145.106,197813,4,62.47934,8,0,2000
Money For Fish (And Your Chips For Free),Hellfish,spotify:track:12tlbcm1mXoDEwxGfwR1QX,0.666,0.828,3,-7.599,1,0.0788,0.00602,0.71,0.643,0.221,134.131,344976,4,31.72338,12,0,2000
"I'll Forgive You For Throwing That Rock, Cos That Dance Was Kinda Funny",TTNG,spotify:track:03R6JBjwjmzjYXzsbJdulv,0.385,0.388,10,-11.672,1,0.0294,0.387,0.00503,0.0983,0.324,130.867,183200,3,41.99688,10,0,2000
Metal Firecracker - WXPN Live At The World Café,Lucinda Williams,spotify:track:5M3cWmgUE71Wdsu9ar1qT8,0.569,0.702,0,-7.184,1,0.0315,0.127,2.53e-06,0.64,0.543,122.204,219573,4,101.49479,9,0,2000
Metal Postcard - John Peel Session,Siouxsie and the Banshees,spotify:track:1gKpqF1Z8ef80bPPmcipbk,0.564,0.836,0,-7.011,1,0.14,0.00387,0.00279,0.107,0.442,116.721,213293,4,24.21061,11,0,2000
Corporeal,Broadcast,spotify:track:5G2hkgy9evYecU5iEuNNzj,0.631,0.609,2,-9.803,1,0.0509,0.349,0.777,0.223,0.267,124.983,235013,4,36.27817,11,0,2000
Notte D'Amore Con Te,A Touch Of Class,spotify:track:7elKAMubTOQBZn9ykS99ZO,0.774,0.822,9,-7.487,0,0.0512,0.0352,1.92e-06,0.0795,0.535,132.084,245203,4,50.03385,11,0,2000
Corazón De Metal,Muro,spotify:track:4DapvOmqsXH7q9z6aCniWd,0.539,0.827,7,-8.409,1,0.0411,6.56e-05,0.00744,0.0946,0.476,114.993,263533,4,39.05829,10,0,2000
Cloudwalker,Horse The Band,spotify:track:2kwxqGVAO4QBaTHDpohE8g,0.303,0.934,2,-5.379,1,0.0767,6.67e-05,0.0969,0.11,0.114,132.744,288707,4,49.78768,11,0,2000
Sworn In The Metal Wind,Lost Horizon,spotify:track:16bhZesmjjZZ5O1Hs8q2VS,0.467,0.975,10,-5.028,1,0.166,6.37e-05,0.065,0.429,0.265,92.405,343600,4,51.41262,11,0,2000
Un Beso de Desayuno,Calle 13,spotify:track:4NXb9ohwcrT5hZ3HOdIN7c,0.571,0.858,8,-5.393,1,0.143,0.288,0.0,0.0629,0.792,84.615,290840,4,147.48302,8,0,2000
La Balada,Cuca,spotify:track:1uGfA3nwqg6bd7IzE7K0Rp,0.672,0.5,8,-9.866,1,0.0322,0.277,0.0,0.0954,0.201,95.758,292787,4,75.21086,8,0,2000
Punk Rock Love,The Casualties,spotify:track:4onKDOYooNaBgWzOuS8Cla,0.156,0.999,2,-1.499,1,0.147,0.0249,0.0,0.227,0.0899,151.199,108440,4,27.55792,7,0,2000
Knight Of The Wind,Crush 40,spotify:track:5Ypq31YwFroillIOSLWdP5,0.369,0.89,8,-6.192,1,0.0516,6.01e-06,0.26,0.178,0.582,84.94,271920,4,29.48449,12,0,2000
Aarariraro,K. J. Yesudas,spotify:track:3GoPqEYzMI9pKA1SeLJWp8,0.764,0.398,5,-11.501,0,0.0457,0.303,0.00145,0.0993,0.507,135.0,286560,4,21.07312,14,0,2000
The Light,The Album Leaf,spotify:track:3YlJKAnvDjHNFjFVy2MXMG,0.176,0.123,1,-16.596,1,0.0439,0.908,0.879,0.208,0.0388,109.536,269067,5,104.80845,7,0,2000
White Walls,Between The Buried And Me,spotify:track:68ok85RlopZM5l6a3Hth8Z,0.262,0.975,1,-6.555,0,0.177,0.000396,0.378,0.297,0.119,135.891,853213,4,42.81075,25,0,2000
Apocalyptic Havoc,Goatwhore,spotify:track:4Tv4X669iTNi4NkFzjerDT,0.212,0.979,10,-5.088,0,0.145,1.63e-05,0.0249,0.171,0.386,160.053,196053,4,51.88201,9,0,2000
(I'm Not Your) Steppin' Stone,Sky Saxon,spotify:track:62KqOyV9pTxFQykbTYdJ1U,0.49,0.83,2,-4.434,1,0.031,0.022,0.0,0.106,0.67,130.073,190693,4,38.35158,9,0,2000
Anglaise,Trio Mio,spotify:track:6qBTwtvXwU1SClZMz28eZK,0.383,0.161,7,-10.227,1,0.031,0.976,0.00685,0.131,0.391,92.98,280200,4,24.29689,15,0,2000
The House Of Lost Hope,Joey Fehrenbach,spotify:track:0AVUmIkyhpsrxlvaPIWE1u,0.741,0.806,5,-7.565,0,0.0423,0.0308,0.9,0.138,0.97,110.002,332640,4,19.25348,8,0,2000
She Is The New Thing,The Horrors,spotify:track:0OlEggyotSFvMujRcc6A4u,0.494,0.889,6,-5.524,0,0.0455,0.000606,0.425,0.11,0.525,120.472,200680,4,24.6178,9,0,2000
"Deus Passus, ""St. Luke Passion"": Das ist mein Leib (Soprano, Mezzo-Soprano, Alto, Tenor, Bass)",Wolfgang Rihm,spotify:track:2O7HKUweyR9yP9pOSdAD1p,0.194,0.00511,0,-43.178,0,0.047,0.945,0.00193,0.0769,0.0321,84.79,188000,4,48.25093,12,0,2000
Air War,Crystal Castles,spotify:track:2XlX9lecuf3Y14fzLYOxmu,0.769,0.806,0,-3.833,1,0.0873,0.0482,0.0627,0.705,0.517,120.001,252267,4,49.2282,11,0,2000
Sign of the Cross,Avantasia,spotify:track:6b3IhqhLZeo3h5JGFkTYVI,0.537,0.917,6,-5.171,1,0.0322,9.31e-05,1.02e-06,0.351,0.432,101.23,386333,4,62.83441,15,0,2000
Suortuva - Folk Aesthetic Version,Tenhi,spotify:track:0JwBVwGW4YhuliVGwB6icc,0.539,0.233,0,-14.906,0,0.029,0.924,0.805,0.13,0.165,110.245,240600,4,36.85271,12,0,2000
Subtext,John Foxx,spotify:track:4Piypso6HAayTb3FwJIIaW,0.109,0.00459,9,-32.667,0,0.0338,0.989,0.89,0.0796,0.0441,70.122,359680,3,26.43355,14,0,2000
Rock In The Video Age,Jan Jelinek,spotify:track:6b9I77bVLGkPfhgeQHDzhS,0.668,0.397,6,-12.649,0,0.0869,0.175,0.918,0.111,0.379,119.987,483973,4,70.40987,16,0,2000
Barrage of Noise,Hirax,spotify:track:3W6vdOo00jNVvPJhvteeRh,0.371,0.738,6,-7.707,1,0.299,0.0187,3.94e-06,0.381,0.336,98.811,140053,4,46.15147,6,0,2000
Vagamarathin - Duet Version,M. G. Sreekumar,spotify:track:0aZB01yTDvIb7XPOEtfton,0.742,0.753,5,-6.954,0,0.0723,0.244,0.0,0.105,0.64,109.998,192640,4,48.86994,9,0,2000
Different World - 2015 Remaster,Iron Maiden,spotify:track:6D2YrcjFi1XgCI3ynbVr7E,0.406,0.975,4,-4.285,0,0.0937,0.000325,0.00018,0.613,0.602,91.826,258187,4,115.41355,9,0,2000
The Portal Of Doom,Runemagick,spotify:track:30IxvumcYdsJsrM0fIxFtg,0.281,0.392,0,-9.238,1,0.0353,0.49,0.000283,0.299,0.0697,75.048,90680,3,45.025,5,0,2000
The Lamb,John Tavener,spotify:track:1iUNUV6RiPrwKTKJjNQb5B,0.133,0.0312,4,-35.098,0,0.0463,0.989,0.0287,0.12,0.0361,75.058,213147,4,86.34541,7,0,2000
Kielo - Folk Aesthetic Alternate Version,Tenhi,spotify:track:5FdSTQRSNIVF3x44q93tjk,0.327,0.207,11,-12.046,0,0.0336,0.79,0.125,0.234,0.0613,93.408,748093,4,23.57157,33,0,2000
Made of Metal,Halford,spotify:track:4yDyFKt0goGNnWJeKTu3Lg,0.42,0.941,10,-8.101,1,0.0645,0.000147,0.0151,0.288,0.267,149.049,241013,4,41.70144,8,0,2000
Jaan Meri Ja Rahi Sanam,Anuradha Paudwal,spotify:track:58t0hestQdlxOHdz85AUyI,0.627,0.466,7,-11.2,1,0.0294,0.705,4.66e-06,0.182,0.74,109.944,344413,1,25.7077,15,0,2000
Tommib,Squarepusher,spotify:track:5bgbePi06Jpajb3CfgEhgJ,0.347,0.143,1,-16.349,1,0.0336,0.949,0.921,0.094,0.0396,90.091,79173,4,17.4163,3,0,2000
I Found The F,Broadcast,spotify:track:3fSps53A2agi4sDU84AEmQ,0.599,0.729,9,-6.182,0,0.0262,0.00206,0.0205,0.337,0.215,98.078,141840,4,36.58817,8,0,2000
Cada Dia - Remix Romy Ram,Tercer Cielo,spotify:track:4bNKEDKrvAiw6f4B1GMbpc,0.539,0.731,3,-10.006,0,0.164,0.000419,2.49e-05,0.127,0.804,182.992,224420,4,61.26438,10,0,2000
The Feel Good Drag,Anberlin,spotify:track:5sTVykpRs4eiZKn96bZogj,0.342,0.677,5,-11.906,0,0.0568,0.0013,0.00671,0.201,0.501,188.6,207360,4,14.33235,10,0,2000
I Did It My Way,Revolution Renaissance,spotify:track:0X3nTDHQzWVC8v7xjKfDdS,0.643,0.884,3,-5.083,0,0.0398,0.00562,0.0,0.132,0.751,123.992,262987,4,39.89773,11,0,2000
Creo,Esenia,spotify:track:6B0cjEbpROMDcDeRCrm9hb,0.207,0.777,10,-3.434,1,0.0438,0.000674,0.306,0.0868,0.162,136.855,366667,4,84.66817,13,0,2000
No Room For Squares - Alternate Take / Remastered 2000 / Rudy Van Gelder Edition,Hank Mobley,spotify:track:4bQPKZ32HHu7K59y5mnOgh,0.558,0.755,5,-7.799,0,0.0778,0.647,0.00235,0.271,0.825,125.782,405867,4,31.55364,19,0,2000
Paagal Tujhe Mein,Babul Supriyo,spotify:track:2avgnzfTL4xo3r9SnBxG9p,0.58,0.551,9,-6.659,0,0.0459,0.00897,8.67e-05,0.0444,0.533,170.008,351973,4,23.33851,18,0,2000
Rock My Wool,Dingobats,spotify:track:21oXBCxpXmyK5h0lx8JEcv,0.387,0.507,4,-9.704,0,0.036,0.173,0.142,0.142,0.385,145.626,149969,4,36.25763,9,0,2000
Parasitic,Psyclon Nine,spotify:track:5tfVH7jQWJEdwUGO9rfRWv,0.589,0.851,6,-11.285,1,0.0587,0.00208,0.642,0.0961,0.256,108.002,293053,4,37.26237,13,0,2000
Necta (Butterfly),Sashamon,spotify:track:2ZUjks7eu5jmj2qnWLm8qm,0.887,0.528,7,-7.59,1,0.0862,0.107,0.00158,0.0613,0.729,144.118,305987,4,32.50794,11,0,2000
Atravessar,Jazz Juice,spotify:track:1fhgkwVBCCABBWhqBf0YIJ,0.719,0.85,3,-8.255,0,0.0416,0.0134,0.743,0.0922,0.687,120.02,377746,4,34.14187,19,0,2000
Ancient War,Crypt Of Kerberos,spotify:track:1Fd0dlHs21hRbfZtBiGIK1,0.171,0.948,3,-8.171,0,0.123,1.12e-05,0.92,0.341,0.0393,81.483,209333,4,45.91581,9,0,2000
Nocturnal,The Black Dahlia Murder,spotify:track:0b01eiSseb2nvVa9izc2rJ,0.302,0.984,1,-3.142,1,0.125,0.000101,2.91e-06,0.701,0.165,100.723,192933,3,35.96933,10,0,2000
in vain,Georg Friedrich Haas,spotify:track:6vSXnHFYBwhkriLVx4Dhn4,0.157,0.0941,0,-21.943,1,0.0394,0.905,0.75,0.332,0.0246,133.114,3791480,4,37.33634,159,0,2000
Ammunition,Synapscape,spotify:track:48UiA9vsN4blMIQ0Lx2Blv,0.165,0.582,5,-9.576,0,0.0807,0.00461,0.165,0.255,0.0754,84.279,267013,4,36.3213,10,0,2000
"December, 1963 (Oh, What a Night) - 2006 Remaster",Frankie Valli & The Four Seasons,spotify:track:1lXZFi0khsqj7cJMamc9Op,0.728,0.592,1,-9.518,1,0.0251,0.0569,3.23e-06,0.0409,0.965,104.407,200427,4,55.56276,9,0,2000
The Quidditch World Cup,Patrick Doyle,spotify:track:668l1jLhA5t4nYsSIvdPf1,0.389,0.539,8,-14.537,1,0.0563,0.132,0.684,0.377,0.355,129.877,111693,4,87.25926,4,0,2000
Serpents in Paradise,Avantasia,spotify:track:6EABa3lfsdxgNuyPdVkOpA,0.473,0.968,11,-4.498,1,0.0674,3.24e-05,4.16e-06,0.119,0.319,91.14,376760,4,35.77998,16,0,2000
In Noctem,Nicholas Hooper,spotify:track:2FnHMItLWhhPIxXeRC1lCe,0.283,0.0575,0,-29.881,0,0.0442,0.982,0.952,0.115,0.0362,63.853,120773,3,19.33937,5,0,2000
"So Far, So Good... So What",CIV,spotify:track:4q7q3gmlXa2cJ35roZXROY,0.512,0.93,7,-4.65,1,0.0664,0.00126,0.234,0.275,0.75,156.488,131680,4,39.89194,7,0,2000
Dope House Intro,South Park Mexican,spotify:track:5AmtStkLbSlQVj19hrByja,0.642,0.705,11,-6.976,0,0.195,8.82e-05,0.000144,0.0886,0.201,157.08,99333,4,42.82105,4,0,2000
"Look On The Bright Side Of Life (All Things Dull And Ugly) - From ""Life Of Brian"" Original Motion Picture Soundtrack",Monty Python,spotify:track:4yEoBe0b9paEGQrUIGxBCb,0.691,0.528,7,-9.333,1,0.194,0.624,0.00226,0.127,0.693,120.776,238293,4,42.37658,9,0,2000
Bűnöm A Rock,Kalapács,spotify:track:1UojLKRWTN0ieuToUb1Isd,0.516,0.986,9,-4.413,1,0.12,0.000696,0.00758,0.185,0.436,115.022,251653,4,17.1464,11,0,2000
The Serpent's Nemeton,Opera IX,spotify:track:129OlRQyvmeze6UpXAQI1e,0.0597,0.872,0,-4.693,1,0.0679,4.19e-06,0.798,0.336,0.151,65.172,402907,4,26.85053,26,0,2000
Journey Through The Valley Of O,Relatively Clean Rivers,spotify:track:6l0QVHyjw1eECrnzit6cD5,0.519,0.721,11,-6.372,1,0.0675,0.151,0.884,0.0494,0.378,153.233,253493,4,35.8456,8,0,2000
Glorious & Divine,Revolution Renaissance,spotify:track:7hRJ4O1nJWUvrnzqctFP3p,0.487,0.963,1,-5.204,1,0.0452,0.000458,0.0319,0.251,0.505,123.033,283013,4,39.86386,12,0,2000
Blood Red Sentimental Blues,Cotton Jones,spotify:track:6m2OUSC736AxOVJ3W0FcEr,0.566,0.716,10,-6.254,1,0.0253,0.218,3.3e-06,0.185,0.679,92.982,276333,4,24.10008,9,0,2000
Ska-Boom!,The Fad,spotify:track:3AIPPSb1RDk96adVLHyXp6,0.478,0.973,0,-4.952,1,0.0485,1.84e-05,6.11e-06,0.398,0.865,169.963,151173,4,35.72352,9,0,2000
We'rewolf,Every Time I Die,spotify:track:5Bfy6Wfj4G1GBYWlMfQ1by,0.26,0.974,2,-4.5,1,0.144,2.95e-05,0.0,0.331,0.427,95.123,204720,4,105.47122,7,0,2000
Electricity (as made famous by OMD),Apoptygma Berzerk,spotify:track:1k6CD7AKuLf1RE3Wv5Xwfj,0.567,0.98,0,-7.029,1,0.0315,0.0224,0.614,0.292,0.67,144.847,301880,4,28.0421,14,0,2000
Metal Heart,Cat Power,spotify:track:4i9FUNliymlNGvGsvTZU44,0.449,0.418,4,-8.935,0,0.0294,0.791,0.000767,0.122,0.232,119.273,234920,4,50.2888,8,0,2000
"Elegies (1997) for Mezzo-Soprano, Baritone and Orchestra: V. In paradisum",Richard Danielpour,spotify:track:7JUoPPBicWtmQGUXhub4ID,0.153,0.0458,10,-25.959,1,0.0416,0.951,0.0233,0.0743,0.0329,90.586,393800,4,66.71642,16,0,2000
Waste of Love,Ashbury Heights,spotify:track:0pG8glVKTVnS7dfxmMmpN7,0.555,0.755,5,-10.775,0,0.0624,2.29e-05,0.0793,0.214,0.61,110.023,324280,4,45.1672,16,0,2000
Polka Dots And Moonbeams - Rudy Van Gelder/24 Bit Mastering/1998 Digital Remaster,Bud Powell,spotify:track:7pKWTcPfT9mg2iAhobFHpS,0.552,0.171,2,-13.66,0,0.0544,0.955,0.877,0.122,0.152,102.4,244467,4,53.96447,11,0,2000
Savior,Rise Against,spotify:track:3asFGFY3uLjMDmML1p0tYm,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,242280,4,40.73236,10,0,2000
Keelhauled,Alestorm,spotify:track:6pKA3P1JERZutikZtZpoUo,0.476,0.967,10,-3.255,0,0.16,0.000767,0.0,0.297,0.575,110.057,222253,4,25.78389,9,0,2000
"4 Cornish Dances, Op. 91: Four Cornish Dances, Op. 91: No. 2. Andantino",Malcolm Arnold,spotify:track:4nyb2Lm5jYBnenw8KVUZzr,0.105,0.0315,2,-36.662,1,0.0414,0.952,0.808,0.076,0.0349,158.256,189067,1,110.48467,7,0,2000
Do You Run Away Now - Techno Kingdom Mix,Cappella,spotify:track:36ezp3NMfqQGFcuYJYGEzT,0.716,0.736,9,-11.715,1,0.0319,0.00731,0.0167,0.0594,0.617,144.993,469147,4,30.05515,26,0,2000
Soultrain,Scooter,spotify:track:4zyNWOdTmi95SNl2comaql,0.522,0.918,3,-6.773,0,0.0402,0.00272,0.821,0.065,0.247,141.995,308333,4,50.70028,13,0,2000
My Girl Hates My Heroin,The Stooges,spotify:track:6Od3VagypWdUBrDnLMx8d0,0.168,0.596,9,-13.892,1,0.0469,0.582,0.11,0.594,0.493,145.902,253507,4,27.11679,9,0,2000
The Book of Heavy Metal (March of the Metallians),Dream Evil,spotify:track:07Vk1JPd5MgBJxdrMpnLNh,0.386,0.944,0,-4.334,1,0.0941,6.79e-05,0.0153,0.338,0.374,154.175,325800,4,28.60038,15,0,2000
Love Rhymes With Hideous Car Wreck,The Blood Brothers,spotify:track:4ZDgRXaafbD7MTx1iep94S,0.536,0.7,5,-6.583,0,0.0522,0.00575,0.0368,0.2,0.611,135.192,194587,4,25.29259,11,0,2000
You Are God - House Of Worship Album Version,Twila Paris,spotify:track:6hIvdA5X0grCFU7Z9sCRG6,0.412,0.446,0,-7.343,0,0.0286,0.274,3.87e-06,0.101,0.167,134.557,240590,3,15.21312,12,0,2000
Gloves,The Horrors,spotify:track:4mpUmbJfckRnASbKMamJSR,0.36,0.924,2,-5.583,0,0.0672,0.000109,0.112,0.285,0.44,139.905,168547,4,61.97358,7,0,2000
Intro,The American Dollar,spotify:track:21l6t1x0FcF9CzZMvRcIhx,0.117,0.0495,2,-28.552,0,0.0341,0.956,0.864,0.0985,0.122,69.638,172750,4,17.52383,12,0,2000
Steine Sind Steine,And One,spotify:track:03hqY0WW5PGHjsgxXBAuww,0.635,0.752,3,-6.906,0,0.0385,0.0391,0.921,0.0614,0.961,128.018,238413,4,68.72572,7,0,2000
Threnody,Goldmund,spotify:track:7hyAAjHZaDWSPDzlUYNUIa,0.217,0.00572,2,-30.767,1,0.0394,0.989,0.925,0.109,0.174,85.279,281120,4,23.62906,19,0,2000
Fire! Battle! In Metal!,Dream Evil,spotify:track:0eiC6sT7dUO81PRXK0DR8s,0.337,0.99,7,-3.264,0,0.151,4.28e-05,0.000337,0.332,0.126,81.108,191400,4,39.62852,10,0,2000
Vinarada,Mysore Nagaraj,spotify:track:2QKTLvSsHwgLMqszC3z3iw,0.393,0.369,9,-12.273,0,0.293,0.975,0.85,0.0956,0.543,181.883,241816,4,82.4283,9,0,2000
American Hearts,Piebald,spotify:track:54iFiXjzfBObEY1WUOy52d,0.371,0.965,9,-2.902,1,0.119,0.0178,1.1e-06,0.21,0.384,165.929,208333,4,47.53544,8,0,2000
Sugar,SDIB,spotify:track:1dIFK7mcbKMEn2Z28CsMXu,0.811,0.456,7,-8.288,0,0.0353,0.58,1.75e-06,0.111,0.627,123.984,270840,4,29.66499,9,0,2000
Wah Lee Bomp Dee Bomp,Metal Boys,spotify:track:1stxv0O836x8fBhKnYJneI,0.647,0.659,0,-11.62,1,0.0348,0.0586,0.0,0.332,0.831,130.359,129600,4,39.75452,8,0,2000
Silence Is Golden - 2006 Remaster,Frankie Valli & The Four Seasons,spotify:track:0QIzzr7JXaE4ENWiMV7eVs,0.528,0.499,3,-7.994,1,0.0257,0.742,0.0,0.12,0.306,99.018,186040,4,27.49034,11,0,2000
Schilflied (Reed Song),Ernst Bacon,spotify:track:57iTOIuB2fkON8fP08ZCKA,0.39,0.0674,2,-21.313,1,0.0465,0.993,0.801,0.105,0.0699,86.059,156747,3,30.93779,9,0,2000
I Couldn't Beat The Rap,Dizzy Gillespie,spotify:track:3ByOzf7SOGLh1VVbsiXMsE,0.567,0.214,10,-18.469,0,0.129,0.174,0.0,0.0797,0.639,137.01,178400,4,40.04615,8,0,2000
Thaalam - Version 2,Job Kurian,spotify:track:1KoVdUNBYZkjSQves13B4C,0.323,0.333,3,-10.069,0,0.0316,0.862,1.87e-06,0.151,0.297,170.073,345533,4,23.85915,14,0,2000
U & Dem - House Dub Mix,Seven Dub,spotify:track:4XcVrxlifVIm0glCZW5mrE,0.745,0.598,11,-10.562,0,0.0754,0.00959,0.0422,0.103,0.654,131.977,307760,4,39.77837,14,0,2000
Dance Till Dawn,Heartsrevolution,spotify:track:3KaE0SOeu9rvhXRiNyHfsH,0.699,0.919,1,-4.419,1,0.041,0.00327,0.337,0.327,0.451,112.025,208680,4,25.83482,12,0,2000
Good Enough to Keep Me,Willie Clayton,spotify:track:7KTU2hoSHzvCc6ltsTfPY6,0.678,0.643,10,-1.924,0,0.0441,0.663,0.0,0.142,0.415,114.943,321040,3,37.26179,13,0,2000
Until The Morning,Thievery Corporation,spotify:track:20F3FcES8KU4kffMCkFgNN,0.6,0.432,4,-9.673,0,0.05,0.191,0.0471,0.114,0.276,71.974,236960,4,25.14407,11,0,2000
"Solstice, Part 1: Garden Of The Sun",Lou Harrison,spotify:track:15H3yecsiyp22Tq2hKjeJj,0.17,0.0672,4,-25.958,1,0.0405,0.966,0.958,0.0885,0.178,103.401,262160,4,40.47188,13,0,2000
The Ministry of Magic,Nicholas Hooper,spotify:track:4E6aFvCuVykwekXRK2m2pg,0.229,0.0476,8,-17.752,1,0.0317,0.922,0.947,0.0782,0.0442,85.037,167093,3,19.65797,10,0,2000
Kodou,Dir En Grey,spotify:track:4m2bk3l0Ah6UEEoIa7XCeZ,0.5,0.892,3,-6.195,0,0.0624,3.59e-06,0.019,0.0856,0.583,118.92,219400,4,27.06885,10,0,2000
Chris Rock,Trulz & Robin,spotify:track:2RGzh7cgRRBdTIti8b4ODH,0.814,0.696,10,-9.231,0,0.062,0.000461,0.702,0.0669,0.272,122.026,289254,4,39.17846,10,0,2000
Rose Room,Pee Wee Russell,spotify:track:0Wm7OK3IJalak5ReFiTQ8X,0.533,0.728,6,-7.092,1,0.115,0.429,0.00834,0.714,0.558,102.026,524680,4,46.86559,20,0,2000
Sink Venice,Ikara Colt,spotify:track:5mFdPN72XGqmto8hRNfHQ0,0.101,0.939,2,-4.936,1,0.136,0.000729,3.56e-06,0.267,0.189,178.614,164173,4,40.6711,10,0,2000
I Will Return,The Black Dahlia Murder,spotify:track:5sFfSPYg2oypNTLW3qfWL6,0.441,0.98,3,-5.258,1,0.114,0.000163,0.0371,0.262,0.0964,107.965,334800,4,41.62795,11,0,2000
Word Hold on (Children of the Sky) [Radio Edit],Bob Sinclar,spotify:track:1c0zagykmGPDYuxJeDqZhJ,0.738,0.932,8,-1.898,0,0.0959,0.074,0.000121,0.0623,0.624,126.994,204230,4,45.65503,8,0,2000
Condemning Race,Ryan's Hope,spotify:track:1r88YcBahNIifVvaUJ443l,0.412,0.934,3,-4.202,1,0.141,0.00476,6.5e-06,0.105,0.534,139.79,101293,4,39.94075,4,0,2000
The Land of Hope and Glory,Turisas,spotify:track:5y6Yiopz61lDYZg2DdZ42P,0.179,0.84,5,-6.63,0,0.0857,0.00269,0.532,0.295,0.357,85.025,382173,4,85.72342,14,0,2000
Drift,Jan Jelinek,spotify:track:6aorRgAdE6XinEMHvgqlC1,0.859,0.315,6,-18.074,0,0.107,0.345,0.925,0.108,0.153,120.518,309387,4,80.47378,10,0,2000
Furtive Monologue,Despised Icon,spotify:track:6D6wXQdRpFXhGPnt2b1dmq,0.381,0.964,5,-3.726,0,0.146,0.0104,0.0863,0.129,0.405,144.017,202227,5,25.14027,11,0,2000
Hip-Hop Music,Phanatik,spotify:track:1WPacZsM1WIIsKzGJFkMm8,0.567,0.85,6,-8.576,0,0.351,0.157,0.0,0.304,0.714,92.804,309973,4,24.6679,14,0,2000
Mustang Nismo,Brian Tyler,spotify:track:1KFg8BWCMwBRmDbEUdorty,0.647,0.666,9,-7.514,1,0.0758,0.000402,0.711,0.117,0.299,99.986,143947,4,75.57142,6,0,2000
Folk Melody (based on Rabindra Sangeet),Tarun Bhattacharya,spotify:track:2R5OmNmp06V7pwRdVZinLL,0.429,0.532,2,-14.171,1,0.0316,0.807,0.905,0.312,0.48,137.65,767987,3,60.17651,30,0,2000
True Metal of the World,NanowaR of Steel,spotify:track:7etIJD44INllBCR7bSMLDM,0.367,0.854,4,-4.527,0,0.0702,0.00303,3.7e-06,0.47,0.423,99.674,296400,4,39.90892,9,0,2000
Bloodstain,Pulley,spotify:track:47KmInwpMph2WLIrb6FjGz,0.506,0.953,5,-5.17,1,0.0554,2.73e-05,0.00233,0.363,0.81,97.016,164347,4,117.98198,5,0,2000
Ljósið,Ólafur Arnalds,spotify:track:1tlJp4XADa7tYkPmgX894R,0.482,0.149,5,-11.91,1,0.0288,0.992,0.399,0.101,0.281,146.472,209682,4,77.89839,9,0,2000
Happy,Liam Lynch,spotify:track:4NHywppSq0JNtm7iDpTjs0,0.735,0.715,1,-8.98,0,0.0695,0.41,0.0,0.277,0.978,90.407,61587,4,33.37259,3,0,2000
