track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
She Couldn't Change Me,Montgomery Gentry,spotify:track:3zjLEJ6EPYJHZRtWGMhMSJ,0.67,0.823,5,-10.592,1,0.033,0.00436,0.000192,0.318,0.787,117.44,260133,4,18.88981,15,1,2000
Thug Lovin',Ja Rule Featuring Bobby Brown,spotify:track:2EhZdDMJBk529B7I57vJb8,0.769,0.685,1,-5.648,1,0.177,0.133,0.0,0.667,0.771,93.043,290387,4,26.08229,13,1,2000
Money To Blow,Birdman Featuring Lil Wayne & Drake,spotify:track:4gaz3uvhKgO078XcdzyPsl,0.708,0.578,6,-8.686,1,0.0631,0.0095,0.0,0.353,0.696,133.03,258587,4,28.54212,12,1,2000
Thug Holiday,Trick Daddy Featuring LaTocha Scott,spotify:track:10TfdwQqSz1DzJirOAcqZI,0.767,0.654,1,-9.088,0,0.289,0.372,0.0,0.147,0.546,138.062,294067,4,26.58424,13,1,2000
Beautiful Goodbye,Jennifer Hanson,spotify:track:5RUDbG8eDCHatEOo8Cu3t8,0.623,0.878,2,-3.662,1,0.0372,0.146,0.00191,0.137,0.608,113.225,258360,4,48.1559,11,1,2000
The Way You Love Me,Faith Hill,spotify:track:6vgN6KGstss0GnBbKlMNK9,0.627,0.716,2,-7.175,1,0.0352,0.127,0.0,0.0344,0.734,101.99,186067,4,26.1471,12,1,2000
These Are The Days,O-Town,spotify:track:4Mem5PZWPaqQ7X1bGysNxl,0.598,0.627,9,-6.323,1,0.038,0.000968,0.0,0.0626,0.432,119.991,263933,4,37.07733,11,1,2000
Face Down,The Red Jumpsuit Apparatus,spotify:track:4wzjNqjKAKDU82e8uMhzmr,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.465,92.956,192000,4,37.74461,5,1,2000
If Today Was Your Last Day,Nickelback,spotify:track:4QJLKU75Rg4558f4LbDBRi,0.485,0.911,3,-5.749,1,0.0355,8.67e-05,0.0,0.092,0.568,89.956,249067,4,38.5206,7,1,2000
Miss Murder,AFI,spotify:track:0Ti2dlF2xLjXblvdU5fCxM,0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519,206587,4,52.81161,7,1,2000
La Tortura,Shakira Featuring Alejandro Sanz,spotify:track:5BSclXJTa9B0iURhUjZo50,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,212893,4,19.72847,13,1,2000
You Make Me Sick,P!nk,spotify:track:1icygp76kVbs429RikF0jJ,0.77,0.686,11,-6.596,0,0.168,0.00223,2.03e-06,0.347,0.657,100.53,247533,4,41.12756,11,1,2000
Mississippi Girl,Faith Hill,spotify:track:79YeQbd1p7MsuT7wHQLRYY,0.499,0.765,9,-4.148,1,0.0521,0.113,0.0,0.0509,0.665,83.916,232707,4,27.97209,11,1,2000
Party People,Nelly Featuring Fergie,spotify:track:61WgPdz6Ik7v0LMOfEgpSv,0.64,0.849,1,-3.994,1,0.357,0.354,0.0,0.587,0.666,163.925,238573,4,24.80093,11,1,2000
Splash Waterfalls,Ludacris,spotify:track:2T8hXV9LUZMDBKR5RALGEa,0.728,0.846,6,-6.102,1,0.407,0.102,0.0,0.233,0.702,145.813,290760,4,85.26459,11,1,2000
Holler Back,The Lost Trailers,spotify:track:3Q39dywbYuBZmQ7sW8sc95,0.442,0.921,2,-2.344,1,0.0635,0.259,0.0,0.163,0.601,178.124,190813,4,43.06213,10,1,2000
Escape,Enrique Iglesias,spotify:track:6KRi6CBUitENJB4HQbSVSD,0.777,0.852,11,-5.329,1,0.0295,0.0299,0.000498,0.145,0.877,125.994,208040,4,23.7428,8,1,2000
Just A Baby Boy,Snoop Dogg Featuring Tyrese & Mr. Tan,spotify:track:6CMr41ezXYJT0nTfT9trMh,0.856,0.717,6,-4.358,0,0.209,0.0464,0.0,0.355,0.738,94.822,238000,4,34.83472,12,1,2000
Lovebug,Jonas Brothers,spotify:track:5G5BOAz7sMWNCOQnbv4ODc,0.577,0.495,4,-6.007,1,0.0593,0.158,0.0,0.269,0.522,158.215,220693,4,38.46346,10,1,2000
Everytime We Touch,Cascada,spotify:track:1eOHw1k2AoluG4VyjBHLzX,0.635,0.974,8,-5.373,1,0.052,0.00474,1.56e-05,0.41,0.495,142.049,196467,4,55.66834,11,1,2000
I Will Possess Your Heart,Death Cab For Cutie,spotify:track:77vYwoC7e3pVoPq8BA9CuL,0.605,0.619,9,-8.971,0,0.0261,0.423,0.313,0.0732,0.578,133.074,505773,4,35.74844,15,1,2000
Kids,MGMT,spotify:track:1jJci4qxiYcOHhQR247rEU,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,4,20.25869,10,1,2000
Rakata,Wisin & Yandel,spotify:track:1kQqiC1rS1FiuVpeBKN0QN,0.872,0.786,1,-5.473,1,0.142,0.0348,0.0,0.0776,0.722,96.002,172680,4,42.35007,11,1,2000
Hot 2Nite,New Edition,spotify:track:5CQRazABqSKJL9iokIcQrG,0.726,0.799,1,-5.082,0,0.173,0.49,0.0,0.14,0.867,100.069,203760,4,28.28972,10,1,2000
SexyBack,Justin Timberlake,spotify:track:0O45fw2L5vsWpdsOdXwNAR,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733,4,45.9564,13,1,2000
Got Your Money,Ol' Dirty Bastard Featuring Kelis,spotify:track:6YYd5MLpu45J0uLrMdivF7,0.934,0.459,1,-7.654,1,0.189,0.0516,0.0,0.222,0.697,103.04,239547,4,38.01367,12,1,2000
Whatever You Like,Anya Marina,spotify:track:5qX2ZJoLEyFCTAdaCqUo7s,0.663,0.643,5,-4.383,1,0.0316,0.535,0.0,0.308,0.368,121.97,228907,4,40.64803,9,1,2000
Emotional,Carl Thomas,spotify:track:2qYIdNaktgtpaPHxDVMXbE,0.548,0.542,1,-8.435,0,0.0409,0.544,0.0,0.148,0.389,83.106,271868,4,62.29601,10,1,2000
Troublemaker,Akon Featuring Sweet Rush,spotify:track:1sBiJZixyXiVBkZCXYvTdf,0.856,0.78,7,-4.256,0,0.105,0.131,0.0,0.401,0.835,122.067,237173,4,31.20251,15,1,2000
Change Clothes,JAY-Z,spotify:track:1xE7osYAtzz1PvLoVdOp5E,0.895,0.628,10,-3.79,1,0.0473,0.0412,0.0,0.059,0.34,104.009,258427,4,35.85698,14,1,2000
S.O.S.,Jonas Brothers,spotify:track:4BfmwIHuo6LITtvxFHsNnw,0.602,0.669,7,-3.904,1,0.0635,0.000917,0.0,0.114,0.74,137.058,153347,4,22.46207,7,1,2000
I Should Have Cheated,Keyshia Cole,spotify:track:5tFDgH6do20IXdSoNBAmXK,0.436,0.533,2,-4.266,0,0.0472,0.265,0.0,0.332,0.366,130.768,327693,4,219.63624,9,1,2000
Lights And Sounds,Yellowcard,spotify:track:4XOZaPYeMn9hcbpyS90NnD,0.344,0.972,11,-3.675,0,0.116,8.48e-05,0.0,0.293,0.387,167.819,208187,4,22.94801,8,1,2000
Misery Business,Paramore,spotify:track:6SpLc7EXZIPpy0sVko0aoU,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,211520,4,25.39745,8,1,2000
You Gets No Love,Faith Evans,spotify:track:61kG6g3btiapbSVEj3D0Hb,0.749,0.677,5,-3.502,0,0.125,0.211,0.0,0.196,0.917,96.872,241400,4,43.1736,10,1,2000
Set It Off,Juvenile,spotify:track:44LFap7VrB4356vfbQOZHg,0.695,0.595,1,-9.091,1,0.194,0.18,1.2e-05,0.087,0.746,168.136,257000,4,46.41866,13,1,2000
If I Never See Your Face Again,Maroon 5 Featuring Rihanna,spotify:track:4xSjIgsYgd36OAK4QZ55Pr,0.745,0.867,1,-2.446,1,0.0374,0.017,0.0,0.281,0.936,106.006,201000,4,20.84027,13,1,2000
Pass The Courvoisier Part II,Busta Rhymes Featuring P. Diddy & Pharrell,spotify:track:7nYUOwj0CkkGlIV3mZqAJJ,0.775,0.897,9,-8.327,1,0.106,0.0234,4.19e-05,0.536,0.719,127.004,230507,4,30.28463,9,1,2000
Mr. Mom,Lonestar,spotify:track:0jSIovJtKxEXH6vI4oRx7I,0.505,0.842,10,-3.316,1,0.0475,0.0576,0.0,0.111,0.671,172.136,208693,4,18.50444,10,1,2000
Ain't Nothing 'Bout You,Brooks & Dunn,spotify:track:2BPiamp7M8ARGtxjNyTZWf,0.676,0.753,8,-6.239,0,0.0252,0.0957,0.0,0.362,0.772,96.993,241093,4,29.78065,9,1,2000
Ladies Love Country Boys,Trace Adkins,spotify:track:13Oda4GsHXzRAfquxWkrzA,0.661,0.959,7,-4.439,1,0.0408,0.0539,1.74e-05,0.381,0.96,116.284,221413,4,17.10427,11,1,2000
You Complete Me,Keyshia Cole,spotify:track:5T0LcVM6SwLX95hLedcseh,0.681,0.666,2,-4.984,0,0.0491,0.578,0.0,0.26,0.732,111.401,230920,4,30.1899,12,1,2000
Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,spotify:track:6MBEjJlXQYXr8dfxDvZuoA,0.826,0.67,2,-5.559,1,0.169,0.00798,0.0,0.495,0.794,74.007,226293,4,32.96251,8,1,2000
Second Chance,Shinedown,spotify:track:0CwYG1UnRmOx8Q1EzElCIL,0.46,0.796,0,-4.501,0,0.0333,0.00107,0.0,0.106,0.182,100.011,222067,4,33.51396,10,1,2000
In The Ayer,Flo Rida Featuring will.i.am,spotify:track:6RpiAj9Ofv0Uqp6n2OuRoh,0.83,0.746,5,-6.286,0,0.0579,0.00456,0.0,0.26,0.646,125.992,220507,4,28.11012,11,1,2000
Stand Up,Ludacris Featuring Shawnna,spotify:track:1dVmVlJ8mAIJf0UeWm5Edo,0.697,0.891,6,-4.372,1,0.342,0.453,0.0,0.11,0.684,98.738,212866,4,34.84179,10,1,2000
Lip Gloss,Lil Mama,spotify:track:1Y4ZdPOOgCUhBcKZOrUFiS,0.619,0.87,2,-4.956,1,0.501,0.41,1.37e-06,0.0571,0.94,188.772,219773,4,19.52978,12,1,2000
One Time,Justin Bieber,spotify:track:6eDApnV9Jdb1nYahOlbbUh,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,215867,4,21.48442,13,1,2000
Angel,Shaggy Featuring Rayvon,spotify:track:7FDV5ELOJHCGLe52AnttEd,0.74,0.766,6,-2.939,1,0.178,0.116,0.0,0.0406,0.807,170.531,235133,4,24.54957,12,1,2000
Inside Your Heaven,Carrie Underwood,spotify:track:25ry9EyyRsp1dDctlAclin,0.38,0.596,7,-3.469,1,0.0315,0.123,1.46e-06,0.132,0.16,134.443,243267,4,92.71175,7,1,2000
Come On Over Baby (All I Want Is You),Christina Aguilera,spotify:track:7A0apkTSTvMbSI7yplcmlh,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.246,0.779,118.903,203333,4,33.92523,8,1,2000
When I Said I Do,Clint Black,spotify:track:6NBaOUmCVpNAaqBDFiJkCn,0.507,0.411,10,-8.657,1,0.0276,0.308,0.0,0.106,0.184,102.806,268960,3,17.45857,11,1,2000
All I Want To Do,Sugarland,spotify:track:1mJ05BN0So26a14iib85aI,0.709,0.725,4,-4.999,1,0.0556,0.208,4.54e-05,0.158,0.759,97.046,213360,4,28.35802,6,1,2000
Big Star,Kenny Chesney,spotify:track:6BJOQ94yeGXYwuR6X9QO1N,0.655,0.807,0,-7.674,1,0.0309,0.0056,2.42e-05,0.159,0.73,120.781,239560,4,16.96227,11,1,2000
Hanging On,Cheyenne Kimball,spotify:track:6Su4jst3IXkvneQb4OUiLE,0.573,0.934,5,-3.377,1,0.0372,0.0105,7.26e-05,0.318,0.544,118.773,249160,4,24.91959,11,1,2000
Hillbilly Deluxe,Brooks & Dunn,spotify:track:1BMhbPsW66IXqksKC8jrCf,0.568,0.829,7,-4.713,1,0.0461,0.312,2.57e-06,0.514,0.551,155.041,258693,4,26.48483,11,1,2000
You Belong With Me,Taylor Swift,spotify:track:3GCL1PydwsLodcpv0Ll1ch,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964,231133,4,37.64689,10,1,2000
Cowboys Like Us,George Strait,spotify:track:1J02p0AlYptTfos2M3hLW6,0.462,0.549,0,-6.224,1,0.0308,0.225,0.0,0.148,0.261,127.98,219160,3,49.93105,7,1,2000
Closer To Love,Mat Kearney,spotify:track:09b5vch8cDyMN8vYA2lEwk,0.641,0.601,0,-8.51,1,0.0337,0.508,9.33e-06,0.121,0.553,104.984,217560,4,33.38243,9,1,2000
Round And Round,Jonell & Method Man,spotify:track:42ENIUbWw6VusXuB2VMhPx,0.679,0.732,5,-4.393,0,0.238,0.306,0.0,0.0946,0.904,90.634,230640,4,54.95882,9,1,2000
The Lucky One,Faith Hill,spotify:track:3H2PYvePtlKoErKnlP943M,0.677,0.864,5,-4.062,1,0.0319,0.0551,0.0,0.351,0.69,119.981,216427,4,47.7337,12,1,2000
Through The Fire And Flames,DragonForce,spotify:track:6nnacTL5on2aVsRhVDNUSo,0.113,0.951,0,-4.743,0,0.129,0.00176,0.00718,0.334,0.139,200.024,441560,4,39.84572,19,1,2000
Just Want You To Know,Backstreet Boys,spotify:track:17lJlBTeJZEC5r4m8kqrE4,0.709,0.555,2,-3.506,1,0.0348,0.000269,0.0,0.0804,0.638,106.0,231187,4,23.44629,10,1,2000
Play My Music,Jonas Brothers,spotify:track:5MTQbjkMmE6WsDQ8JlyEVo,0.471,0.875,2,-3.499,1,0.087,0.000652,0.0,0.239,0.759,177.98,197507,4,27.87034,7,1,2000
Suspicions,Tim McGraw,spotify:track:35bEmBJLZeCeNERYl6t4FU,0.599,0.733,0,-6.182,0,0.0299,0.327,0.0,0.091,0.798,147.305,316973,4,39.56064,15,1,2000
Some Girls (Dance With Women),JC Chasez Featuring Dirt McGirt,spotify:track:1mJkU57DxmxPrjd3l91HDD,0.872,0.838,6,-6.687,1,0.26,0.055,0.0,0.0596,0.932,98.011,272093,4,44.39378,13,1,2000
Get Like Me,David Banner Featuring Chris Brown,spotify:track:2IBF9lQ9lgVai8LkskI5L7,0.823,0.753,1,-4.199,1,0.476,0.00323,0.0,0.228,0.656,117.281,224547,5,51.43202,9,1,2000
Where I'm From,Jason Michael Carroll,spotify:track:0VeI4Zyirc6yuJ4P7fudjE,0.532,0.815,8,-5.834,1,0.0392,0.0301,0.0,0.0721,0.546,149.728,276480,4,43.40882,13,1,2000
Like This,Mims,spotify:track:2Z2JnZNB7lbUdKR5GynUlV,0.771,0.693,7,-7.483,1,0.293,0.0317,0.0,0.342,0.525,97.163,203627,4,71.22774,7,1,2000
Twang,George Strait,spotify:track:10Jl8nC5i4idX63nUk3mRj,0.561,0.956,9,-3.331,1,0.0799,0.279,6.83e-06,0.0801,0.78,158.621,175600,4,38.58419,10,1,2000
Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,spotify:track:1RS3LStQYhju50eBdD9Uul,0.472,0.532,10,-5.882,1,0.0319,0.586,0.0,0.106,0.152,129.777,257360,4,43.336,11,1,2000
DJ Play A Love Song,Jamie Foxx Featuring Twista,spotify:track:2F1H1Tm2qJmeiFcUi7vZiL,0.793,0.618,2,-8.664,1,0.108,0.109,0.0,0.331,0.31,119.984,258800,4,33.7315,12,1,2000
Shadow,Ashlee Simpson,spotify:track:1xus3kv8tqlzeOxVZzDd0f,0.462,0.738,0,-3.852,1,0.0282,0.0355,7.4e-06,0.101,0.303,77.966,237427,4,43.28616,10,1,2000
Just A Dream,Carrie Underwood,spotify:track:7g8OpS827dAYU067lZaR0L,0.526,0.781,7,-3.673,1,0.0369,0.0613,0.0,0.121,0.358,142.06,284707,4,44.42779,13,1,2000
The Pretender,Foo Fighters,spotify:track:7x8dCjCr0x6x2lXKujYD34,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,269373,4,75.70684,9,1,2000
I'm A King,P$C Featuring T.I. & Lil Scrappy,spotify:track:5h21AlYy4mgHfQp9jUAUGi,0.73,0.483,0,-8.959,1,0.327,0.0428,0.0,0.103,0.535,168.049,212800,4,24.33991,10,1,2000
Somewhere I Belong,Linkin Park,spotify:track:3agtg0x11wPvLIWkYR39nZ,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,213933,4,24.16702,10,1,2000
I Will...But,SHeDAISY,spotify:track:0oP29136UYddJ9DnGpKKQg,0.675,0.837,2,-5.105,1,0.0354,0.103,0.0,0.123,0.888,112.53,219973,4,48.86585,9,1,2000
Shake Your Bon-Bon,Ricky Martin,spotify:track:1yKDl9K9lrbIFSpPBzEQtb,0.638,0.937,0,-4.642,1,0.0444,0.0942,0.0,0.327,0.762,100.03,192333,4,22.51275,9,1,2000
Your Man,Josh Turner,spotify:track:1WzAeadSKJhqykZFbJNmQv,0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,211893,4,20.28123,12,1,2000
He Can't Love U,Jagged Edge,spotify:track:3VEZvzr84WVnoorZ4tlBSw,0.721,0.836,8,-3.972,0,0.206,0.112,0.0,0.235,0.508,126.279,244053,4,18.75298,11,1,2000
Where The Party At,Jagged Edge With Nelly,spotify:track:5mNV8Mz59bzyuQ53gTw0c0,0.596,0.661,5,-6.239,0,0.226,0.31,0.0,0.0847,0.86,129.491,232573,5,62.61618,12,1,2000
The Little Girl,John Michael Montgomery,spotify:track:572R9OVMyWKBeg1hOMgSsW,0.658,0.434,1,-8.527,1,0.025,0.354,1.75e-05,0.112,0.218,83.921,232640,4,62.05212,10,1,2000
P.I.M.P.,50 Cent,spotify:track:2D1hlMwWWXpkc3CZJ5U351,0.7,0.758,10,-3.012,0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467,4,24.60842,11,1,2000
Streetcorner Symphony,Rob Thomas,spotify:track:20117nklRrpujknMRpueYQ,0.633,0.886,1,-3.892,1,0.0456,0.109,0.0,0.0438,0.753,81.811,247827,4,66.38407,9,1,2000
Everybody Wants To Go To Heaven,Kenny Chesney With The Wailers,spotify:track:3u0iJcNE8fHupAO2OOqGlC,0.705,0.693,11,-7.153,1,0.155,0.374,1.21e-05,0.65,0.555,137.741,252987,4,23.85697,8,1,2000
When Love Takes Over,David Guetta Featuring Kelly Rowland,spotify:track:77FULy278MulVvGWS8BfK7,0.674,0.862,11,-4.614,1,0.0253,0.0157,0.000427,0.169,0.5,129.965,191000,4,22.89914,8,1,2000
Universal Mind Control,Common Featuring Pharrell,spotify:track:0GPVmKBQiwIp0RONkkbeDO,0.868,0.92,4,-4.17,0,0.055,0.39,0.00682,0.155,0.694,119.994,213613,4,51.04631,11,1,2000
Cleaning This Gun (Come On In Boy),Rodney Atkins,spotify:track:292hQrFkBjVmbHRqGVqBta,0.514,0.798,2,-3.669,1,0.0494,0.0612,0.0,0.104,0.677,145.995,226813,4,36.97279,12,1,2000
Can't Get You Out Of My Head,Kylie Minogue,spotify:track:4YE1DTZEXsYoYzW7H5WLu3,0.645,0.578,10,-7.606,1,0.0459,0.292,5.49e-06,0.0744,0.459,137.013,214627,4,43.35851,6,1,2000
Show Me What I'm Looking For,Carolina Liar,spotify:track:2h8iXIwEdEnQywhFC4q5e5,0.449,0.864,9,-1.159,0,0.0378,0.0133,1.31e-06,0.0984,0.355,105.121,240467,4,31.86774,9,1,2000
Umbrella,Rihanna Featuring Jay-Z,spotify:track:49FYlytm3dAAraYgpoJZux,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,4,31.41976,15,1,2000
Mockingbird,Eminem,spotify:track:561jH07mF1jHuk7KlaeF0s,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,250760,4,23.25917,13,1,2000
A Country Boy Can Survive (Y2K Version),Chad Brock With Hank Williams Jr. & George Jones,spotify:track:5pinOKTQyPCPpgjIOKVFY3,0.669,0.592,7,-4.628,1,0.0317,0.166,0.0,0.114,0.51,75.938,237667,4,23.61273,11,1,2000
When I See U,Fantasia,spotify:track:4iuNZTcvT9diFySSzVsnVS,0.569,0.596,8,-6.486,1,0.171,0.457,8.99e-05,0.205,0.757,93.134,217347,4,24.00668,12,1,2000
Lollipop,Lil Wayne Featuring Static Major,spotify:track:4P7VFiaZb3xrXoqGwZXC3J,0.829,0.428,0,-9.469,1,0.083,0.055,0.00423,0.137,0.448,148.077,299333,4,54.38274,12,1,2000
We Weren't Crazy,Josh Gracin,spotify:track:1P0QYbg9KhGtv2OvvYgAWq,0.418,0.84,0,-2.622,1,0.041,0.21,1.38e-06,0.162,0.659,164.02,227307,4,20.60583,10,1,2000
Be Like That,3 Doors Down,spotify:track:30lK6CcrHYtmw7wLd3h41t,0.484,0.671,7,-6.696,1,0.0247,0.00546,2.16e-05,0.115,0.288,96.118,236293,4,74.05869,8,1,2000
I Love You,Faith Evans,spotify:track:6gsmFgUiSTuinJlScwFODv,0.489,0.757,11,-4.062,0,0.0926,0.00981,0.0,0.234,0.567,168.004,267160,4,29.03989,13,1,2000
Hit That,The Offspring,spotify:track:3lfmqF0ULXRHlWxBeaHo3t,0.704,0.809,4,-3.045,1,0.0321,0.0233,0.0,0.0596,0.962,131.952,169413,4,19.16367,9,1,2000
Fighter,Christina Aguilera,spotify:track:7nXq1vaZiz7PdbfojpPjW5,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,245960,4,38.90238,12,1,2000
I Can't Sleep,Clay Walker,spotify:track:4wGKVFDAFaIkdmKqgKERuK,0.614,0.619,2,-5.345,1,0.0229,0.012,0.0,0.152,0.278,81.043,247387,4,42.46622,12,1,2000
My Life,The Game Featuring Lil Wayne,spotify:track:4GXH9A6fzuE0MNtqtzjhLg,0.673,0.766,11,-5.018,1,0.349,0.0724,0.0,0.0563,0.382,148.113,320893,4,28.68812,12,1,2000
Fallen,Sarah McLachlan,spotify:track:0vruudBLCE0inwsooo7V65,0.503,0.492,2,-7.607,0,0.0357,0.61,2.4e-05,0.0853,0.352,74.967,227000,4,40.04613,8,1,2000
Love Like Winter,AFI,spotify:track:3cDE9Yn4GrsxSrlMCLdmTT,0.592,0.914,10,-4.753,0,0.0468,0.000259,0.000139,0.0452,0.524,120.031,165653,4,21.11438,7,1,2000
Let's Get Dirty (I Can't Get In Da Club),Redman Featuring DJ Kool,spotify:track:5BlLqiaTwttKiqzLhBrN1v,0.539,0.966,1,-5.02,1,0.433,0.0542,0.0,0.466,0.432,99.142,235533,4,35.7428,12,1,2000
Celebrity,Brad Paisley,spotify:track:5xr4NKzmwqr0cvRMZr7cFz,0.643,0.837,0,-4.535,1,0.0316,0.379,8.76e-06,0.18,0.787,123.777,223400,4,17.72421,13,1,2000
Every Other Time,LFO,spotify:track:3uD4aRM8QoEAAhwpOke7QU,0.689,0.922,11,-4.56,1,0.0372,0.0143,0.0,0.335,0.72,103.975,247867,4,17.72377,13,1,2000
Why They Call It Falling,Lee Ann Womack,spotify:track:5rJRKtJzm7qacwYEjsKav6,0.562,0.292,4,-10.377,1,0.0284,0.46,0.0,0.0926,0.235,128.701,215293,4,46.63182,8,1,2000
Lost One,Jay-Z Featuring Chrisette Michele,spotify:track:206QiQ5OnKTZE3cnuMYu3H,0.806,0.686,8,-2.754,0,0.156,0.254,0.0,0.0613,0.63,84.011,224227,4,54.35844,9,1,2000
Summer Love,Justin Timberlake,spotify:track:1MBM7CyZbwJpVbbZJnHHRg,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802,252973,4,58.37948,11,1,2000
What A Beautiful Day,Chris Cagle,spotify:track:2I4wcoJP7bT7PceIag67rn,0.576,0.814,6,-5.818,1,0.0363,0.216,1.35e-06,0.0969,0.766,98.024,224787,4,77.63869,5,1,2000
Starry Eyed Surprise,Oakenfold Featuring Shifty Shellshock,spotify:track:6A4Kuy7JL0Znab3Skgloiv,0.721,0.794,4,-6.134,1,0.132,0.0195,0.00013,0.283,0.562,103.211,228493,4,42.45346,9,1,2000
Let Me Love You,Mario,spotify:track:3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,256733,4,34.93115,9,1,2000
Customer,Raheem DeVaughn,spotify:track:7vPtkrQdS0ZV0zX7qKHahN,0.635,0.518,1,-7.131,1,0.0439,0.463,0.0,0.169,0.513,124.044,245067,4,25.7596,12,1,2000
Keg In The Closet,Kenny Chesney,spotify:track:3ggmtswnS5czhEAGDsm6D8,0.654,0.901,1,-6.401,1,0.0477,0.00446,4.68e-06,0.057,0.73,138.879,212427,4,31.52885,11,1,2000
Put A Girl In It,Brooks & Dunn,spotify:track:2whdkf4NsAloiUJ9ISRVDM,0.589,0.953,4,-3.317,1,0.0619,0.0328,0.00102,0.062,0.772,119.967,207880,4,23.00748,10,1,2000
Find Out Who Your Friends Are,Tracy Lawrence,spotify:track:73njvNJmgXA180vTPkA16C,0.524,0.797,2,-4.777,1,0.0329,0.209,0.0,0.286,0.783,159.859,227840,4,40.24797,11,1,2000
Hot N Cold,Katy Perry,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,4,125.52983,5,1,2000
Hold On,Jonas Brothers,spotify:track:7qaicljodAhcFLwo1iOV69,0.472,0.892,11,-3.52,1,0.135,0.00532,0.0,0.406,0.813,149.157,164973,4,68.40105,5,1,2000
Only Time,Enya,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,218547,4,33.61878,9,1,2000
Good Luck Charm,Jagged Edge,spotify:track:0rJBJ4K6uNeDg1rGVyi0Tp,0.634,0.653,11,-5.89,1,0.0689,0.434,0.0,0.109,0.5,116.156,264640,4,38.37958,12,1,2000
Because Of You,Kelly Clarkson,spotify:track:3f3omU8n47Mqyab5nCaGyT,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,219493,4,39.06201,9,1,2000
What Is It,Baby Bash Featuring Sean Kingston,spotify:track:371GoHoueVN53jY8MoWufq,0.738,0.755,8,-5.728,1,0.0391,0.0272,0.0,0.273,0.19,93.047,201120,4,32.50222,14,1,2000
Don't Let Me Get Me,P!nk,spotify:track:1BfRdnfPYrni7zj4ANodBX,0.621,0.849,3,-4.754,1,0.0771,0.00234,0.0,0.0621,0.62,98.523,210693,4,54.29087,6,1,2000
Little Wonders,Rob Thomas,spotify:track:6j6bTAiW0oEfLlAjmRNcbb,0.333,0.61,9,-10.133,1,0.0368,0.0262,0.0,0.0817,0.281,83.622,224720,3,20.33742,9,1,2000
Something More,Sugarland,spotify:track:3C3oknuBLo3jxhmRk67glu,0.613,0.857,4,-4.46,1,0.0545,0.29,0.0,0.113,0.349,102.261,216733,4,23.52359,10,1,2000
Angels In Waiting,Tammy Cochran,spotify:track:74h3Wdt3mkmA9GX3qqkkbH,0.691,0.366,6,-7.565,1,0.028,0.565,0.0,0.127,0.278,88.782,217667,4,42.75747,10,1,2000
Absolute,The Fray,spotify:track:6sSDEFMeyf16WRDLRCXwTc,0.413,0.836,3,-5.593,1,0.0371,0.0316,0.0,0.293,0.503,140.515,227080,4,20.73541,12,1,2000
"Girls, Girls, Girls",JAY-Z,spotify:track:0vzb8Ii9B2fP9c0POFGPOZ,0.509,0.952,2,-4.444,0,0.336,0.144,0.0,0.135,0.7,83.068,275373,4,49.43229,15,1,2000
This Is Me,Demi Lovato & Joe Jonas,spotify:track:5pomCBdsTZSDCFHH8BAUQe,0.421,0.821,1,-2.783,1,0.0372,0.00971,0.0,0.1,0.594,91.245,189173,4,32.78359,9,1,2000
